"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SK_01_BOND_ISSUE_REFERENCE_NUM","SK_01_BOND_ISSUER_EIN","SK_01_BOND_ISSUE_DATE","SK_01_BOND_ISSUE_PRICE","SK_01_BOND_ISSUE_PURPOSE_DESC","SK_01_BOND_ISSUE_DEFEASED_X","SK_01_BOND_ISSUER_ON_BEHALF_OF_X","SK_01_BOND_ISSUE_POOL_FIN_X","SK_01_BOND_ISSUER_NAME_L1","SK_01_BOND_ISSUE_CUSIP_NUM","SK_01_BOND_ISSUER_NAME_L2"
"201832009349300543","421415581","SALISBURY HOUSE FOUNDATION","2017","990","https://s3.amazonaws.com/irs-form-990/201832009349300543_public.xml","A","426004577","2007-07-17","3555636","CAPITAL IMPROVEMENTS","0","0","0","CITY OF WINDSOR HEIGHTS",NA,NA
"201102069349300685","750755335","FORT WORTH MUSEUM OF SCIENCE AND HISTORY","2009","990","https://s3.amazonaws.com/irs-form-990/201102069349300685_public.xml",NA,"221147033","2008-07-02","29000000","BUILDING PROJECT","0","0",NA,"TARRANT COUNTY CULTURAL EDUCATION FACILITIES FINANCE CORPORATION","87638PAA9",NA
"202022279349301432","530206027","Smithsonian Institution","2018","990","https://s3.amazonaws.com/irs-form-990/202022279349301432_public.xml","A","540787833","2003-12-03","77545000","New Construction","false","false","false","FCEDA Series A&B","30382ECZ5",NA
"202022279349301432","530206027","Smithsonian Institution","2018","990","https://s3.amazonaws.com/irs-form-990/202022279349301432_public.xml","B","536001131","2010-04-29","33825749","Refunding of 1997 Bonds","false","false","false","District of Columbia","2548397S6",NA
"201621379349302262","131624100","MUSEUM OF MODERN ART","2014","990","https://s3.amazonaws.com/irs-form-990/201621379349302262_public.xml","A","911882413","2008-07-23","202520188","Refund various Bonds of Issuer","0","0","0","The Trust for Cultural Resources of","649717PC3","City of New York Series 2008 1A"
"201621379349302262","131624100","MUSEUM OF MODERN ART","2014","990","https://s3.amazonaws.com/irs-form-990/201621379349302262_public.xml","B","911882413","2010-07-29","64582831","Refund Issuer's 2008 One-A and pay costs of issuance","0","0","0","The Trust for Cultural Resources of","649717QL2","City of New York Series 2010 1A"
"201621379349302262","131624100","MUSEUM OF MODERN ART","2014","990","https://s3.amazonaws.com/irs-form-990/201621379349302262_public.xml","C","911882413","2012-05-01","104770510","Refund Issuer's 1996A, 2001A, 2001-One-D, and pay costs of issuance","0","0","0","The Trust for Cultural Resources of","649717RM9","City of NY Series 2012 1D and Series 2012A"
"201541329349303564","133475390","LOWER EAST SIDE TENEMENT MUSEUM","2013","990","https://s3.amazonaws.com/irs-form-990/201541329349303564_public.xml","A","132906040","2007-12-22","8900000","BUILDING ACQ. & PURCHASE","0","0","0","NEW YORK CITY INDUSTRIAL DEVELOPMENT AGENCY",NA,NA
"202120919349300917","941696494","THE EXPLORATORIUM","2019","990","https://s3.amazonaws.com/irs-form-990/202120919349300917_public.xml","A","941696494","2019-08-31","49200000","SEE PART VI","0","0","0","THE EXPLORATORIUM",NA,NA
"201723499349300507","760217152","MANNED SPACE FLIGHT EDUCATION","2016","990","https://s3.amazonaws.com/irs-form-990/201723499349300507_public.xml","A","760337885","2009-12-30","10725000","REFUND ISSUE DATED 2/14/1996","0","0","0","HARRIS COUNTY CULTURAL EDUCATION","414009DH0",NA
"201623199349309352","160954168","MARGARET WOODBURY STRONG MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201623199349309352_public.xml","A","161005429","2005-04-07","30000000","MARGARET WOODBURY STRONG MUSEUM EXPANSION AND RENOVATION","0","0","0","COUNTY OF MONROE INDUSTRIAL DEVELOPMENT AGENCY","610752CW5",NA
"202130769349300818","846038240","Denver Art Museum","2019","990","https://s3.amazonaws.com/irs-form-990/202130769349300818_public.xml","A","840896727","2018-02-21","47000000","Construct a welcome center and renovate the North building","0","0","0","Colorado Educational and Cultural Facilities Authority",NA,NA
"201630989349300648","042104327","THE INSTITUTE OF CONTEMPORARY ART INC","2014","990","https://s3.amazonaws.com/irs-form-990/201630989349300648_public.xml","A","043431814","2012-05-03","6408949","REFUNDING ISSUE","0","0","0","MASSACHUSETTS DEVELOPMENT FINANCE AGENCY",NA,NA
"201210879349300811","221514241","THE MORRIS MUSEUM INC","2010","990","https://s3.amazonaws.com/irs-form-990/201210879349300811_public.xml",NA,"221514241","2006-02-01","10000000","ADDITION TO EXISTING MUSEUM STRUCTURE","0","0","0","NEW JERSEY ECONOMIC DEVELOPMENT AUTHORITY","64577HPV7",NA
"201500489349300045","951855640","MUSEUM OF CONTEMPORARY ART SAN DIEGO","2013","990","https://s3.amazonaws.com/irs-form-990/201500489349300045_public.xml","A","132774656","2004-12-16","13000000","EXPANSION PROJECT","0","0","0","COUNTY OF SAN DIEGO","797391YJ2",NA
"201241359349305074","042103993","THE CHILDRENS MUSEUM","2010","990","https://s3.amazonaws.com/irs-form-990/201241359349305074_public.xml",NA,"043431181","2006-09-25",NA,"SEE SCHEDULE K, PAGE 2, PART V","0","0","0","MASSACHUSETTS DEVELOPMENT FINANCE AGENCY","57583RGQ2",NA
"202003219349304595","311139447","EITELJORG MUSEUM OF AMERICAN INDIANS","2019","990","https://s3.amazonaws.com/irs-form-990/202003219349304595_public.xml","A","351602316","2015-05-08","23570000","FINANCE RENOVATION/EXPANSION OF FACILITIES/REFUNDING BONDS ISSUED IN 2004","0","0","0","INDIANA FINANCE AUTHORITY",NA,NA
"201940469349301014","410706172","SCIENCE MUSEUM OF MINNESOTA","2017","990","https://s3.amazonaws.com/irs-form-990/201940469349301014_public.xml","A","521440935","2015-03-04","16600000","REFINANCE, DIRECT PURCHASE","0","0","0","HOUSING AND REDEVELOPMENT AUTHORITY OF THE CITY OF ST PAUL MN",NA,NA
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","A","431387649","2004-04-29","60000000","SEE PART VI","false","false","false","MISSOURI DEVELOPMENT FINANCE BOARD","606037AS8",NA
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","B","431387649","2008-08-28","108500000","SEE PART VI","true","false","false","MISSOURI DEVELOPMENT FINANCE BOARD","606037BE8",NA
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","C","431387649","2010-03-09","37239955","REFUND PORTION 2001A ISSUED12/6/01","false","false","false","MISSOURI DEVELOPMENT FINANCE BOARD","606037CF4",NA
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","D","431387649","2012-08-07","48528388","REFUND PORTION 2008A ISSUED8/28/08","false","false","false","MISSOURI DEVELOPMENT FINANCE BOARD","606037CT4",NA
"201733569349300633","366154098","MUSEUM OF CONTEMPORARY ART","2016","990","https://s3.amazonaws.com/irs-form-990/201733569349300633_public.xml","A","861091967","2016-10-27","30000000","Refinance Illinois Development Authority Revenue Bonds Series 1994","0","0","0","ILLINOIS FINANCE AUTHORITY","000000000",NA
"201931359349308588","470920831","The Contemporary Jewish Museum","2017","990","https://s3.amazonaws.com/irs-form-990/201931359349308588_public.xml","A","630304653","2013-06-26","43810000","Refund 2006 Bonds & Capital Exp.","false","false","false","California Infrastucture and Economic Dev Bank","999999999",NA
"201411349349306501","020223322","Currier Museum of Art","2012","990","https://s3.amazonaws.com/irs-form-990/201411349349306501_public.xml","A","020279866","2009-07-23","10700000","Refinance prior issue","0","0","0","NHHEFA","NONEAVAIL",NA
"201702449349300025","580610074","TELFAIR MUSEUM OF ART INC","2016","990","https://s3.amazonaws.com/irs-form-990/201702449349300025_public.xml","A","586001588","2006-04-18","8000000","BUILDINGS AND STRUCTURES","0","0","0","SAVANNAH ECONOMIC DEVELOPMENT AUTHORITY REVENUE BONDS TELFAIR MUSEUM OF ART","80483CGM7",NA
"201603089349302270","362167011","FIELD MUSEUM OF NATURAL HISTORY","2015","990","https://s3.amazonaws.com/irs-form-990/201603089349302270_public.xml","A","861091967","2015-07-30","88500000","Current Refunding","0","0","0","Illinois Finance Authority",NA,NA
"201130429349300903","042104327","THE INSTITUTE OF CONTEMPORARY ART INC","2009","990","https://s3.amazonaws.com/irs-form-990/201130429349300903_public.xml",NA,"043431814","2004-07-29","26000000","to fund the construction of the building","0","0",NA,"massachusetts development finance agency","57583f4x6",NA
"201221369349302482","042103607","MUSEUM OF FINE ARTS","2010","990","https://s3.amazonaws.com/irs-form-990/201221369349302482_public.xml",NA,"042456011","2007-12-13","185000000","NEW MONEY FOR CONSTRUCTION","0","0","0","MASS HEALTH AND EDUCATIONAL FACILITIES AUTHORITY","57586CV69",NA
"201111409349300701","530204620","The Phillips Collection","2009","990","https://s3.amazonaws.com/irs-form-990/201111409349300701_public.xml",NA,"536001131","2003-07-17","27000000","museum expansion - DC 30 year tax exempt bond issued in 2003.","0","0",NA,"District of Columbia","254839E82",NA
"201420489349300132","841366092","MUSEUM OF CONTEMPORARY ART DENVER","2012","990","https://s3.amazonaws.com/irs-form-990/201420489349300132_public.xml","A","840896727","2007-04-13","10765000","BUILDING CONSTRUCTION","false","false","false","COLORADO EDUCATIONAL AND CULTURAL F","1964585T6",NA
"201101339349300220","042103607","Museum of Fine Arts","2009","990","https://s3.amazonaws.com/irs-form-990/201101339349300220_public.xml",NA,"042456011","2007-12-13","185000000","New Money for Construction","0","0",NA,"Mass Health and Educational Facilities authority","57586CV69",NA
"202031489349300908","360895575","CHICAGO ACADEMY OF SCIENCES","2018","990","https://s3.amazonaws.com/irs-form-990/202031489349300908_public.xml","A","861091967","2018-09-06","5519750","SEE PART VI OF SCHEDULE K","0","0","0","ILLINOIS FINANCE AUTHORITY","NONEAVAIL",NA
"201323179349304342","580610074","TELFAIR MUSEUM OF ART INC","2012","990","https://s3.amazonaws.com/irs-form-990/201323179349304342_public.xml","A","586001588","2006-04-18","8000000","BUILDINGS AND STRUCTURES","0","0","0","SAVANNAH ECONOMIC DEVELOPMENT AUTHORITY REVENUE BONDS TELFAIR MUSEUM OF ART","80483CGM7",NA
"201400559349300805","510066038","The Henry Francis du Pont Winterthur Museum Inc","2012","990","https://s3.amazonaws.com/irs-form-990/201400559349300805_public.xml","A","510269736","2012-03-01","4335000","Refinance Series 2002 Bond Issue","0","0","0","Delaware Economic Development Authority",NA,NA
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","A","536001131","2016-01-27","48130000","PROVIDE FUNDS TO CONSTRUCT A MUSEUM","0","0","0","DISTRICT OF COLUMBIA SERIES 2016A","25483VQQ0",NA
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","B","536001131","2016-01-27","30000000","PROVIDE FUNDS TO CONSTRUCT A MUSEUM","0","0","0","DISTRICT OF COLUMBIA SERIES 2016B","25483VQS6",NA
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","C","536001131","2016-01-27","25000000","PROVIDE FUNDS TO CONSTRUCT A MUSEUM","0","0","0","DISTRICT OF COLUMBIA SERIES 2016C","25483VQT4",NA
"201133269349300418","446012977","NELSON GALLERY FOUNDATION","2010","990","https://s3.amazonaws.com/irs-form-990/201133269349300418_public.xml",NA,"431387649","2004-04-29","60000000","IMPROVEMENTS & ADDITIONS","false","false","false","Missouri Development Finance Board","606037AS8",NA
"201133269349300418","446012977","NELSON GALLERY FOUNDATION","2010","990","https://s3.amazonaws.com/irs-form-990/201133269349300418_public.xml",NA,"431387649","2008-08-28","108500000","REFUND 2001B SERIES & IMPROVEMENTS","false","false","false","Missouri Development Finance Board","606037BE8",NA
"201133269349300418","446012977","NELSON GALLERY FOUNDATION","2010","990","https://s3.amazonaws.com/irs-form-990/201133269349300418_public.xml",NA,"431387649","2010-03-09","37239955","REFUND 2001A SERIES","false","false","false","Missouri Development Finance Board","606037CF4",NA
"201622289349304117","540541801","THE MARINERS' MUSEUM","2014","990","https://s3.amazonaws.com/irs-form-990/201622289349304117_public.xml","A","546001382","2012-03-14","9600000","REFINANCE NOTE DTD 10/1/05 USED TO CONSTRUCT EXHIBIT AND USS MONITOR CENTER","0","0","0","ECONOMIC DEVELOPMENT AUTHORITY OF LANCASTER COUNTY VIRGINIA",NA,NA
"202023189349311082","464118590","THE WALT DISNEY FAMILY MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202023189349311082_public.xml","A","680304653","2016-05-25","47455000","TO DEFEASE AND REDEEM PORTION OF OUTSTANDING 2008 REVENUE BONDS","0","0","0","CALIFORNIA INFRASTRUCTURE AND ECONOMIC DEVELOPMENT BANK","13034ALC2",NA
"202043219349310094","620753887","COUNTRY MUSIC FOUNDATION INC","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349310094_public.xml","A","521789764","2010-03-22","23035000","REFUNDING OF 1999 BOND ISSUE","0","0","0","INDUSTRIAL DEVELOPMENT BOARD OF THE METRO GOVERNMENT OF NASHVILLEDAVIDSON","NONEAVAIL",NA
"201840129349300349","951880698","Catalina Island Museum","2016","990","https://s3.amazonaws.com/irs-form-990/201840129349300349_public.xml","A","630304653","2014-04-01","3940000","Finance the cost of design development, construction & installation","0","0","0","California Infrastructure and Economic Development Bank","13034AFHB",NA
"201541349349305244","770507525","COMPUTER HISTORY MUSEUM","2013","990","https://s3.amazonaws.com/irs-form-990/201541349349305244_public.xml","A","943130123","2010-12-22","7000000","REFUND PRIOR BOND ISSUE","0","0","0","ABAG FINANCE AUTHORITY FOR NONPROFIT CORPORATIONS","00037CQT0",NA
"201441019349300134","951643375","SAN DIEGO SOCIETY OF NATURAL HISTORY","2012","990","https://s3.amazonaws.com/irs-form-990/201441019349300134_public.xml","A","201563466","2012-08-08","11897820","REFUND BONDS ISSUED 1999/2006","false","false","false","CA MUN FIN AUTHORITY",NA,NA
"201111369349305511","526000162","THE BALTIMORE MUSEUM OF ART","2009","990","https://s3.amazonaws.com/irs-form-990/201111369349305511_public.xml",NA,"521376562","2006-09-18","2500000","PARKING IMPROVEMENTS","0","0",NA,"MARYLAND ECONOMIC DEVELOPMENT CORP","57420NAUS",NA
"201801309349302580","042104334","ISABELLA STEWART GARDNER MUSEUM INC","2016","990","https://s3.amazonaws.com/irs-form-990/201801309349302580_public.xml","A","042456011","2009-11-17","36444201","Construction, furnishing, and equipping of a new museum building.","1","0","0","mass Health & educational facilities authority","57586emm0",NA
"201801309349302580","042104334","ISABELLA STEWART GARDNER MUSEUM INC","2016","990","https://s3.amazonaws.com/irs-form-990/201801309349302580_public.xml","B","043431814","2016-05-03","26675000","partial refinancing of 2009 issue","0","0","0","Massachusetts Development Finance Agency",NA,NA
"201841349349304259","131624100","MUSEUM OF MODERN ART","2016","990","https://s3.amazonaws.com/irs-form-990/201841349349304259_public.xml","A","911882413","2016-08-02","330117210","Finance new money project and refund prior issues","0","0","0","The Trust for Cultural Resources of","649717TE5","City of New York Series 2016 One E"
"201201369349304685","311620682","MONTPELIER FOUNDATION INC","2011","990","https://s3.amazonaws.com/irs-form-990/201201369349304685_public.xml",NA,"521304024","2004-12-15","9100000","VISITOR CENTER CONSTRUCTION","0","0","0","IDA OF THE COUNTY OF ORANGE","684793AB8",NA
"201611249349301406","043684531","THE MALTZ MUSEUM OF JEWISH HERITAGE","2014","990","https://s3.amazonaws.com/irs-form-990/201611249349301406_public.xml","A","341029691","2014-08-01","6300000","REFINANCING OF A PRIOR TAX-EXEMPT BOND","0","0","0","CLEVELAND - CUYAHOGA COUNTY PORT AUTHORITY",NA,NA
"201521349349303132","043684531","THE MALTZ MUSEUM OF JEWISH HERITAGE","2013","990","https://s3.amazonaws.com/irs-form-990/201521349349303132_public.xml","A","346000817","2006-11-09","6300000","REIMBURSE FOR ACQUISITION, CONSTRUCTION, IMPROVEMENT, FURNISHING COSTS","0","0","0","COUNTY OF CUYAHOGA OHIO","232260AA7",NA
"201331349349306823","042103607","MUSEUM OF FINE ARTS","2011","990","https://s3.amazonaws.com/irs-form-990/201331349349306823_public.xml",NA,"042456011","2007-12-13","185000000","NEW MONEY FOR CONSTRUCTION","0","0","0","MASS HEALTH AND EDUCATIONAL FACILITIES AUTHORITY","57586CV69",NA
"201930819349300108","043684531","THE MALTZ MUSEUM OF JEWISH HERITAGE","2017","990","https://s3.amazonaws.com/irs-form-990/201930819349300108_public.xml","A","341029691","2014-08-01","6300000","REFINANCING OF A PRIOR TAX-EXEMPT BOND","0","0","0","CLEVELAND - CUYAHOGA COUNTY PORT AUTHORITY",NA,NA
"201242269349300644","530206027","Smithsonian Institution","2010","990","https://s3.amazonaws.com/irs-form-990/201242269349300644_public.xml",NA,"540787833","2003-12-03","77545000","To construct a museum","0","1","0","Fairfax County Economic Development Authority","30382EC75",NA
"201242269349300644","530206027","Smithsonian Institution","2010","990","https://s3.amazonaws.com/irs-form-990/201242269349300644_public.xml",NA,"521834528","2010-04-26","30500000","Refunding of 1997 Bonds","0","1","0","District of Columbia","254839756",NA
"201433459349300308","221487582","THE MONTCLAIR ART MUSEUM","2013","990","https://s3.amazonaws.com/irs-form-990/201433459349300308_public.xml","A","222045817","2014-04-29","4549200","TO PROVIDE THE MUSEUM WITH FUNDS TO (A) REFUND THE NJEDA'S VARIABLE RATE","0","1","0","NEW JERSEY ECONOMIC DEVELOPMENT AUTHORITY","NONEAVAIL",NA
"201302269349302215","232109376","PLEASE TOUCH MUSEUM","2011","990","https://s3.amazonaws.com/irs-form-990/201302269349302215_public.xml",NA,NA,"2006-11-08","60000000","FINANCING MEMORIAL HALL PROJECT","0","0","0","PHILADELPHIA AUTHORITY FOR INDUSTRIAL DEVELOPMENT","717818S74",NA
"202141379349301414","362167725","The Art Institute of Chicago","2019","990","https://s3.amazonaws.com/irs-form-990/202141379349301414_public.xml","A","861091967","2016-08-25","42808133","Advance refund Series 2009A Bonds issued 3/26/2009","false","false","false","Illinois Finance Authority","45204EHD3",NA
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"861091967","2010-05-20","55941880","Refund 3/26/2009 2009B Bonds","false","false",NA,"IL Finance Authority","45200F3B3",NA
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"861091967","2010-06-09","113537854","See Part VI","false","false",NA,"IL Finance Authority","45200F3N7",NA
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"861091967","2009-03-26","139158000","Constr./Renov. Museum Facil.","false","false",NA,"IL Finance Authority","45200FVM8",NA
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"521297563","2003-07-09","18737797","Refund 6/16/1993 Bonds","true","false",NA,"IL Educ Facil Authority","4520015W6",NA
