"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SK_02_BOND_ISSUE_REFERENCE_NUM","SK_02_BOND_PROCEED_TOT","SK_02_BOND_PROCEED_ISSUANCE_COST","SK_02_BOND_PROCEED_CAP_EXP","SK_02_BOND_PROCEED_Y_COMPLETION.","SK_02_BOND_PROCEED_REFUND_CURR_X","SK_02_BOND_PROCEED_REFUND_ADVC_X","SK_02_BOND_PROCEED_ALLOC_FINAL_X","SK_02_BOND_PROCEED_BOOK_RECORD_X","SK_02_BOND_PROCEED_AMT_RETIRED","SK_02_BOND_PROCEED_AMT_DEFEASED","SK_02_BOND_PROCEED_RESERVE_FUND","SK_02_BOND_PROCEED_INT_CAP","SK_02_BOND_PROCEED_REFUND_ESCROW","SK_02_BOND_PROCEED_CREDIT_ENHANC","SK_02_BOND_PROCEED_CAP_EXP_WORK","SK_02_BOND_PROCEED_OTH_SPENT","SK_02_BOND_PROCEED_OTH_UNSPENT","RefundingTaxExemptBondsInd","RefundingTaxableBondsInd"
"201832009349300543","421415581","SALISBURY HOUSE FOUNDATION","2017","990","https://s3.amazonaws.com/irs-form-990/201832009349300543_public.xml","A","3555636","31000","3524636","2007","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201102069349300685","750755335","FORT WORTH MUSEUM OF SCIENCE AND HISTORY","2009","990","https://s3.amazonaws.com/irs-form-990/201102069349300685_public.xml",NA,"29000000","673441","28326559","2009","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202022279349301432","530206027","Smithsonian Institution","2018","990","https://s3.amazonaws.com/irs-form-990/202022279349301432_public.xml","A","77545000","530475","77008364","2003",NA,NA,"true","true","0","0","0","0","0","6161","0","0","0","false","false"
"202022279349301432","530206027","Smithsonian Institution","2018","990","https://s3.amazonaws.com/irs-form-990/202022279349301432_public.xml","B","33825749","612994","0","2010",NA,NA,"true","true","12545800","0","0","0","0","0","0","33212755","0","true","false"
"201621379349302262","131624100","MUSEUM OF MODERN ART","2014","990","https://s3.amazonaws.com/irs-form-990/201621379349302262_public.xml","A","202818443","1080188","0",NA,"1","0","1","1","64210000","0","0","0","0","0","0","201738255","0",NA,NA
"201621379349302262","131624100","MUSEUM OF MODERN ART","2014","990","https://s3.amazonaws.com/irs-form-990/201621379349302262_public.xml","B","64593399","433188","0",NA,"1","0","1","1","0","0","0","0","0","0","0","64160211","0",NA,NA
"201621379349302262","131624100","MUSEUM OF MODERN ART","2014","990","https://s3.amazonaws.com/irs-form-990/201621379349302262_public.xml","C","104778309","733735","0",NA,"1","0","1","1","8895000","0","0","0","0","0","0","104033045","11529",NA,NA
"201541329349303564","133475390","LOWER EAST SIDE TENEMENT MUSEUM","2013","990","https://s3.amazonaws.com/irs-form-990/201541329349303564_public.xml","A",NA,"396866","2400000","2011","0","0","1","1",NA,NA,"8900000",NA,NA,NA,NA,"6103134",NA,NA,NA
"202120919349300917","941696494","THE EXPLORATORIUM","2019","990","https://s3.amazonaws.com/irs-form-990/202120919349300917_public.xml","A","49200000","590291",NA,"2013",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0"
"201723499349300507","760217152","MANNED SPACE FLIGHT EDUCATION","2016","990","https://s3.amazonaws.com/irs-form-990/201723499349300507_public.xml","A","10725000","214500",NA,NA,"0","1","1","1",NA,NA,"1072500",NA,NA,NA,NA,"9438000",NA,NA,NA
"201623199349309352","160954168","MARGARET WOODBURY STRONG MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201623199349309352_public.xml","A","30000000","482700","29153760","2006","0","0","1","1","2905000",NA,NA,NA,NA,NA,"363540",NA,NA,NA,NA
"202130769349300818","846038240","Denver Art Museum","2019","990","https://s3.amazonaws.com/irs-form-990/202130769349300818_public.xml","A","21545519",NA,"21545519",NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0"
"201630989349300648","042104327","THE INSTITUTE OF CONTEMPORARY ART INC","2014","990","https://s3.amazonaws.com/irs-form-990/201630989349300648_public.xml","A","6408949","96449",NA,"2006","1","0","1","1","1650000",NA,NA,NA,NA,NA,"6312500",NA,NA,NA,NA
"201210879349300811","221514241","THE MORRIS MUSEUM INC","2010","990","https://s3.amazonaws.com/irs-form-990/201210879349300811_public.xml",NA,"10000000","385841","9614159","2007","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201500489349300045","951855640","MUSEUM OF CONTEMPORARY ART SAN DIEGO","2013","990","https://s3.amazonaws.com/irs-form-990/201500489349300045_public.xml","A","13000000","460000","12540000","2007","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201241359349305074","042103993","THE CHILDRENS MUSEUM","2010","990","https://s3.amazonaws.com/irs-form-990/201241359349305074_public.xml",NA,"30000000","396523","22681782","2007","1","0","1","1","6921695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202003219349304595","311139447","EITELJORG MUSEUM OF AMERICAN INDIANS","2019","990","https://s3.amazonaws.com/irs-form-990/202003219349304595_public.xml","A","23570000","414181","1578984",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"959350",NA,"1","0"
"201940469349301014","410706172","SCIENCE MUSEUM OF MINNESOTA","2017","990","https://s3.amazonaws.com/irs-form-990/201940469349301014_public.xml","A","16600000","119250",NA,"2015","1","0","1","1","3600000",NA,NA,NA,"16400402",NA,NA,"80348",NA,NA,NA
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","A","63709527","733679","54605792","2007","false","false","true","true","3000000","0","0","8370056","0","0","0","0","0",NA,NA
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","B","108327353","1041759","22061417","2012","true","false","true","true","500000","48000000","0","32900","0","0","0","85191278","0",NA,NA
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","C","37239955","476176","0","2007","false","true","true","true","2900000","0","0","0","0","0","0","36763778","0",NA,NA
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","D","48528388","514115","0","2012","true","false","true","true","0","0","0","0","0","0","0","48014273","0",NA,NA
"201733569349300633","366154098","MUSEUM OF CONTEMPORARY ART","2016","990","https://s3.amazonaws.com/irs-form-990/201733569349300633_public.xml","A","30000000","0","0","2016","1","0","1","1","0","0","0","0","0","0","0","30000000","0",NA,NA
"201931359349308588","470920831","The Contemporary Jewish Museum","2017","990","https://s3.amazonaws.com/irs-form-990/201931359349308588_public.xml","A","43810000","454688","208741","2014","true","false","true","true","0","0","0","0","0","0","0","43146571","0",NA,NA
"201411349349306501","020223322","Currier Museum of Art","2012","990","https://s3.amazonaws.com/irs-form-990/201411349349306501_public.xml","A",NA,NA,NA,NA,"1","0","1","1","1153344","7577576",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201702449349300025","580610074","TELFAIR MUSEUM OF ART INC","2016","990","https://s3.amazonaws.com/irs-form-990/201702449349300025_public.xml","A","8000000","118078",NA,"2006","0","0","1","1","2000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201603089349302270","362167011","FIELD MUSEUM OF NATURAL HISTORY","2015","990","https://s3.amazonaws.com/irs-form-990/201603089349302270_public.xml","A","88500000","341000",NA,NA,"1","0","1","1",NA,NA,NA,NA,NA,NA,NA,"88159000",NA,NA,NA
"201130429349300903","042104327","THE INSTITUTE OF CONTEMPORARY ART INC","2009","990","https://s3.amazonaws.com/irs-form-990/201130429349300903_public.xml",NA,"26000000","451504","25548496","2006","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201221369349302482","042103607","MUSEUM OF FINE ARTS","2010","990","https://s3.amazonaws.com/irs-form-990/201221369349302482_public.xml",NA,"185802983","1134172","184668811","2010","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201111409349300701","530204620","The Phillips Collection","2009","990","https://s3.amazonaws.com/irs-form-990/201111409349300701_public.xml",NA,"27000000",NA,NA,NA,"0","0","1","1",NA,NA,"157501",NA,NA,NA,NA,NA,NA,NA,NA
"201420489349300132","841366092","MUSEUM OF CONTEMPORARY ART DENVER","2012","990","https://s3.amazonaws.com/irs-form-990/201420489349300132_public.xml","A",NA,NA,NA,NA,"false","false","true","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201101339349300220","042103607","Museum of Fine Arts","2009","990","https://s3.amazonaws.com/irs-form-990/201101339349300220_public.xml",NA,"185802983","1134172","184668811","2010","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202031489349300908","360895575","CHICAGO ACADEMY OF SCIENCES","2018","990","https://s3.amazonaws.com/irs-form-990/202031489349300908_public.xml","A","5519750",NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"5519750",NA,"1","0"
"201323179349304342","580610074","TELFAIR MUSEUM OF ART INC","2012","990","https://s3.amazonaws.com/irs-form-990/201323179349304342_public.xml","A","8000000","118078",NA,"2006","0","0","1","1","2000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201400559349300805","510066038","The Henry Francis du Pont Winterthur Museum Inc","2012","990","https://s3.amazonaws.com/irs-form-990/201400559349300805_public.xml","A","4335000","91606",NA,"2003","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,"4335000",NA,NA,NA
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","A","48130000","1573676","26108193","2018",NA,NA,"0","1","10000000",NA,"4331713","1191729",NA,NA,NA,NA,NA,"0","0"
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","B","30000000","980891","20387266","2018",NA,NA,"0","1","2325000",NA,"1769156","347013",NA,NA,NA,NA,NA,"0","0"
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","C","25000000","102000","25209733","2018",NA,NA,"0","1","2000000",NA,NA,"829394",NA,NA,NA,NA,NA,"0","0"
"201133269349300418","446012977","NELSON GALLERY FOUNDATION","2010","990","https://s3.amazonaws.com/irs-form-990/201133269349300418_public.xml",NA,"63709527","733679","54605792","2007","false","false","true","true",NA,NA,NA,"8370056",NA,NA,NA,NA,NA,NA,NA
"201133269349300418","446012977","NELSON GALLERY FOUNDATION","2010","990","https://s3.amazonaws.com/irs-form-990/201133269349300418_public.xml",NA,"108838257",NA,NA,NA,"true","false","false","true","500000",NA,NA,NA,"85217986",NA,NA,"22434356","1185915",NA,NA
"201133269349300418","446012977","NELSON GALLERY FOUNDATION","2010","990","https://s3.amazonaws.com/irs-form-990/201133269349300418_public.xml",NA,"37239955","476181",NA,"2007","false","true","true","true","455000",NA,NA,NA,"36713695",NA,NA,"50079",NA,NA,NA
"201622289349304117","540541801","THE MARINERS' MUSEUM","2014","990","https://s3.amazonaws.com/irs-form-990/201622289349304117_public.xml","A","9600000",NA,NA,"2007","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,"9600000",NA,NA,NA
"202023189349311082","464118590","THE WALT DISNEY FAMILY MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202023189349311082_public.xml","A","54039076","711782",NA,"2016",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"53327294",NA,"0","1"
"202043219349310094","620753887","COUNTRY MUSIC FOUNDATION INC","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349310094_public.xml","A","23035000",NA,NA,"2001",NA,NA,"1","1","22535000",NA,NA,NA,NA,NA,NA,NA,NA,"1","0"
"201840129349300349","951880698","Catalina Island Museum","2016","990","https://s3.amazonaws.com/irs-form-990/201840129349300349_public.xml","A","3569188","205812","3775000",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201541349349305244","770507525","COMPUTER HISTORY MUSEUM","2013","990","https://s3.amazonaws.com/irs-form-990/201541349349305244_public.xml","A","7000000",NA,NA,"2011","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201441019349300134","951643375","SAN DIEGO SOCIETY OF NATURAL HISTORY","2012","990","https://s3.amazonaws.com/irs-form-990/201441019349300134_public.xml","A","11897820","172906",NA,"2006","true","false","true","true","107448",NA,NA,NA,NA,NA,"502537","11222376",NA,NA,NA
"201111369349305511","526000162","THE BALTIMORE MUSEUM OF ART","2009","990","https://s3.amazonaws.com/irs-form-990/201111369349305511_public.xml",NA,"2500000","51299","2316522","2007","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,"132179",NA,NA
"201801309349302580","042104334","ISABELLA STEWART GARDNER MUSEUM INC","2016","990","https://s3.amazonaws.com/irs-form-990/201801309349302580_public.xml","A","36444201","506515",NA,"2011","0","0","1","1",NA,"23765000","811351","2368935",NA,NA,"32757400",NA,NA,NA,NA
"201801309349302580","042104334","ISABELLA STEWART GARDNER MUSEUM INC","2016","990","https://s3.amazonaws.com/irs-form-990/201801309349302580_public.xml","B","26675000","179293",NA,"2016","0","1","1","1",NA,NA,NA,NA,NA,NA,"26495707",NA,NA,NA,NA
"201841349349304259","131624100","MUSEUM OF MODERN ART","2016","990","https://s3.amazonaws.com/irs-form-990/201841349349304259_public.xml","A","330779877","1723748","100855790","2018","0","1","0","1","0","0","0","0","169651868","0","0","7141734","51406737",NA,NA
"201201369349304685","311620682","MONTPELIER FOUNDATION INC","2011","990","https://s3.amazonaws.com/irs-form-990/201201369349304685_public.xml",NA,"9100000",NA,"9100000","2007","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201611249349301406","043684531","THE MALTZ MUSEUM OF JEWISH HERITAGE","2014","990","https://s3.amazonaws.com/irs-form-990/201611249349301406_public.xml","A","6300000",NA,"6300000","2014","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201521349349303132","043684531","THE MALTZ MUSEUM OF JEWISH HERITAGE","2013","990","https://s3.amazonaws.com/irs-form-990/201521349349303132_public.xml","A","6300000","87520","6186980","2005","0","0","1","1",NA,NA,NA,NA,NA,"25500",NA,NA,NA,NA,NA
"201331349349306823","042103607","MUSEUM OF FINE ARTS","2011","990","https://s3.amazonaws.com/irs-form-990/201331349349306823_public.xml",NA,"185802983","1134172","184648811","2010","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201930819349300108","043684531","THE MALTZ MUSEUM OF JEWISH HERITAGE","2017","990","https://s3.amazonaws.com/irs-form-990/201930819349300108_public.xml","A","6300000",NA,"6300000","2014","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201242269349300644","530206027","Smithsonian Institution","2010","990","https://s3.amazonaws.com/irs-form-990/201242269349300644_public.xml",NA,"77545000","530475","77014525","2003","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201242269349300644","530206027","Smithsonian Institution","2010","990","https://s3.amazonaws.com/irs-form-990/201242269349300644_public.xml",NA,"33825749","592621",NA,"2010","1","0","0","1","1570000",NA,NA,NA,"33212755",NA,NA,NA,"20373",NA,NA
"201433459349300308","221487582","THE MONTCLAIR ART MUSEUM","2013","990","https://s3.amazonaws.com/irs-form-990/201433459349300308_public.xml","A","4549200","89200",NA,"2002","1","0","1","1","34441",NA,NA,NA,NA,NA,NA,"4460000",NA,NA,NA
"201302269349302215","232109376","PLEASE TOUCH MUSEUM","2011","990","https://s3.amazonaws.com/irs-form-990/201302269349302215_public.xml",NA,"60000000","1072914","49790653","2009","0","0","1","1",NA,NA,"5376342",NA,NA,NA,NA,NA,NA,NA,NA
"202141379349301414","362167725","The Art Institute of Chicago","2019","990","https://s3.amazonaws.com/irs-form-990/202141379349301414_public.xml","A","42808133","4760",NA,"2009",NA,NA,"true","true",NA,NA,NA,NA,NA,NA,NA,"42803373",NA,"false","true"
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"55941880",NA,NA,"2002","true","false","true","true","26580000",NA,"4308451",NA,NA,NA,"1880","55940000",NA,NA,NA
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"113537854",NA,NA,"2002","true","true","true","true","2405000",NA,NA,NA,"10018475",NA,"5986","103850250",NA,NA,NA
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"139158000",NA,"139158000","2009","false","false","true","true","80000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"18737996","219546",NA,"1988","true","false","true","true","6260000","145000","152633",NA,NA,NA,"30148","18488302",NA,NA,NA
